fund_name,source_count,sources,source_types
"Spectrum Equity Investors VI, L.P.",1,CalSTRS,LP-Disclosed
"Spectrum Equity IX - A, L.P.",1,CalSTRS,LP-Disclosed
"Spectrum Equity VII, L.P.",1,CalSTRS,LP-Disclosed
"Spectrum Equity VIII-A, L.P.",1,CalSTRS,LP-Disclosed
Spectrum VIII-A Discretionary Overage Program,1,CalSTRS,LP-Disclosed
"SPRINGBLUE A, L.P.",1,CalPERS,LP-Disclosed
"Springblue A-V, L.P.",1,CalPERS,LP-Disclosed
"SPRINGBLUE B, L.P.",1,CalPERS,LP-Disclosed
"Springblue B-III, L.P.",1,CalPERS,LP-Disclosed
"Springblue Co-Investment SPV, LP",1,CalPERS,LP-Disclosed
"Sprott Private Resource Lending (US), LP",1,Florida SBA,LP-Disclosed
"Sprott Private Resource Lending II (US), LP",1,Florida SBA,LP-Disclosed
"Sprout Capital IX, L.P.",1,WSIB,LP-Disclosed
"Sprout Capital VII, L.P.",1,WSIB,LP-Disclosed
"Sprout VIII, L.P.",1,WSIB,LP-Disclosed
"Square Mile Partners III, L.P.",1,Florida SBA,LP-Disclosed
"SR One Capital Fund II-A, LP",1,CalPERS,LP-Disclosed
"SR One Capital Opportunities Fund I, LP",1,CalPERS,LP-Disclosed
"SSG Capital Partners III, LP",1,CalSTRS,LP-Disclosed
SSG Capital Partners IV,1,CalSTRS,LP-Disclosed
"SSG Capital Partners V, L.P.",1,CalSTRS,LP-Disclosed
"Starwood Global Opportunity Fund VIII, LP",1,Louisiana Teachers,LP-Disclosed
"Starwood Opportunity Fund VII, L.P.",1,Louisiana Teachers,LP-Disclosed
"Sterling American Property V, L.P.",1,Louisiana Teachers,LP-Disclosed
Sterling Value Add Partners Fund III LP,1,Louisiana Teachers,LP-Disclosed
Stonepeak Infrastructure Fund III LP,1,Louisiana Teachers,LP-Disclosed
Stonington Capital Appreciation 1994 Fund,1,Oregon Treasury,LP-Disclosed
"Strategic Investors Fund IX-B, L.P.",1,CalSTRS,LP-Disclosed
"Strategic Investors Fund VIII-B, L.P.",1,CalSTRS,LP-Disclosed
"Strategic Investors Fund X, L.P.",1,Florida SBA,LP-Disclosed
"Strategic Investors V-B, L.P.",1,CalSTRS,LP-Disclosed
Strategic Investors VI-A,1,CalSTRS,LP-Disclosed
Strategic Investors VII-A,1,CalSTRS,LP-Disclosed
"Strategic Investors X-B, L.P.",1,CalSTRS,LP-Disclosed
"Strategic Partners (A), L.P.",1,CalPERS,LP-Disclosed
"Strategic Partners Fund VII, L.P.",1,CalSTRS,LP-Disclosed
Strategic Partners IX L.P.,1,CalSTRS,LP-Disclosed
Strategic Partners VIII,1,CalSTRS,LP-Disclosed
Summa Equity Fund II,1,Florida SBA,LP-Disclosed
"Summit Partners Credit Fund B-2, L.P.",1,CalSTRS,LP-Disclosed
Summit Partners Credit Fund III LP,1,Louisiana Teachers,LP-Disclosed
Summit Partners Europe GE III,1,CalSTRS,LP-Disclosed
"Summit Partners Europe Growth Equity Fund II, SCSP",1,CalSTRS,LP-Disclosed
Summit Partners Europe PE Fund,1,CalSTRS,LP-Disclosed
"Summit Partners Growth Eqty Fd IX-A,L.P.",1,CalSTRS,LP-Disclosed
Summit Partners Growth Equity Fund IX LP,1,Louisiana Teachers,LP-Disclosed
Summit Partners Growth Equity Fund VIII-A LP,1,Louisiana Teachers,LP-Disclosed
"Summit Partners Growth Equity Fund VIII-A, L.P.",1,Florida SBA,LP-Disclosed
Summit Partners Growth Equity Fund X-A,1,CalSTRS,LP-Disclosed
"Summit Partners Growth Equity Fund X-A, L.P.",1,CalPERS,LP-Disclosed
"Summit Partners Growth Equity Fund XI-A, L.P.",1,CalPERS,LP-Disclosed
Summit Partners Growth Equity VIII-A,1,CalSTRS,LP-Disclosed
"Summit Partners Private Equity Fund VII-A, L.P.",2,CalSTRS | Massachusetts PRIM,LP-Disclosed
Summit Partners VC Fd V-A L.P.,1,CalSTRS,LP-Disclosed
"Summit Partners Venture Capital Fund II-A, L.P.",1,Massachusetts PRIM,LP-Disclosed
"Summit Partners Venture Capital Fund IV-A, L.P.",1,CalSTRS,LP-Disclosed
Summit Partners Venture Capital III-A,1,CalSTRS,LP-Disclosed
Summit Prtnrs Growth Eqty XI A,1,CalSTRS,LP-Disclosed
Summit Ptrs Reinvestment Fund,1,CalSTRS,LP-Disclosed
"Summit Subordinated Debt Fund III, L.P.",1,CalSTRS,LP-Disclosed
"Summit Subordinated Debt Fund IV, L.P.",1,CalSTRS,LP-Disclosed
"Summit Ventures VI-A, L.P.",1,Massachusetts PRIM,LP-Disclosed
Sunrise Boulevard PE Partners L.P.,1,CalPERS,LP-Disclosed
"SV Life Sciences Fund V, L.P.",1,Massachusetts PRIM,LP-Disclosed
"SVB Strategic Investors Fund IX, L.P.",1,Florida SBA,LP-Disclosed
Sycamore Partners,1,UC Regents,LP-Disclosed
Sycamore Partners II,1,UC Regents,LP-Disclosed
Sycamore Partners III,1,UC Regents,LP-Disclosed
"TA Associates XI, L.P.",1,Florida SBA,LP-Disclosed
"TA Select Opportunities Fund II-A, L.P.",1,CalPERS,LP-Disclosed
"TA Select Opps Fund-A, L.P.",1,CalSTRS,LP-Disclosed
"TA Subordinated Debt Fund III, L.P.",1,CalSTRS,LP-Disclosed
"TA X, L.P.",1,Massachusetts PRIM,LP-Disclosed
"TA XI, L.P.",3,CalSTRS | Massachusetts PRIM | WSIB,LP-Disclosed
"TA XII, L.P.",3,CalSTRS | Massachusetts PRIM | WSIB,LP-Disclosed
"TA XIII, L.P.",2,Massachusetts PRIM | WSIB,LP-Disclosed
"TA XIII-A, L.P.",1,CalSTRS,LP-Disclosed
"TA XIV A, LP",1,CalSTRS,LP-Disclosed
"TA XIV, L.P.",1,WSIB,LP-Disclosed
TA XIV-A,1,Oregon Treasury,LP-Disclosed
"TA XIV-A, L.P.",1,CalPERS,LP-Disclosed
TA XV,1,Oregon Treasury,LP-Disclosed
"TA XV, L.P.",1,WSIB,LP-Disclosed
"TA XV-A, L.P.",1,CalPERS,LP-Disclosed
"TA/Advent VIII, L.P.",1,WSIB,LP-Disclosed
Tailwind Capital Partners,1,Oregon Treasury,LP-Disclosed
"Tailwind Capital Partners Fund IV, L.P.",1,WSIB,LP-Disclosed
Tailwind Capital Partners II,1,Oregon Treasury,LP-Disclosed
"Tailwind Capital Partners II, LP",1,CalPERS,LP-Disclosed
Tailwind Capital Partners III,1,Oregon Treasury,LP-Disclosed
"Tailwind Capital Partners III, L.P.",2,CalPERS | WSIB,LP-Disclosed
"TCC Opportunities, L.P.",1,CalPERS,LP-Disclosed
"TCP II Co-Invest B, L.P.",1,CalPERS,LP-Disclosed
"TCV IX, L.P.",2,Massachusetts PRIM | WSIB,LP-Disclosed
TCV VI,1,Oregon Treasury,LP-Disclosed
"TCV VI, L.P.",1,Massachusetts PRIM,LP-Disclosed
TCV VII,1,Oregon Treasury,LP-Disclosed
"TCV VII, L.P.",2,CalSTRS | Massachusetts PRIM,LP-Disclosed
"TCV VIII, L.P.",2,Massachusetts PRIM | WSIB,LP-Disclosed
"TCV X, L.P.",4,CalPERS | CalSTRS | Massachusetts PRIM | WSIB,LP-Disclosed
"TCV XI, L.P.",2,CalPERS | WSIB,LP-Disclosed
TCW Crescent Mezzanine Partners,1,Oregon Treasury,LP-Disclosed
TCW Crescent Mezzanine Partners II,1,Oregon Treasury,LP-Disclosed
TCW Crescent Mezzanine Partners III,1,Oregon Treasury,LP-Disclosed
TCW Crescent Mezzanine Partners IV,1,Oregon Treasury,LP-Disclosed
TCW Crescent Mezzanine Partners V,1,Oregon Treasury,LP-Disclosed
"TCW Crescent Mezzanine Partners V, L.P.",1,Louisiana Teachers,LP-Disclosed
TCW Special Credits Fund III,1,Oregon Treasury,LP-Disclosed
TCW Special Credits Fund IV,1,Oregon Treasury,LP-Disclosed
TCW Special Credits Fund V - The Principal Fund,1,Oregon Treasury,LP-Disclosed
"TCW/Crescent Mezzanine Partners V, L.P.",1,Florida SBA,LP-Disclosed
"TCW/Crescent Mezzanine Partners VI, L.P.",1,Florida SBA,LP-Disclosed
"TCW/Crescent Mezzanine Partners VII, L.P.",1,Florida SBA,LP-Disclosed
TDR Capital III,1,Oregon Treasury,LP-Disclosed
TDR Capital IV,1,Oregon Treasury,LP-Disclosed
TDR Capital V,1,Oregon Treasury,LP-Disclosed
Technology Crossover Ventures IX LP,1,Louisiana Teachers,LP-Disclosed
"Technology Crossover Ventures VIII, LP",1,Louisiana Teachers,LP-Disclosed
"Telecom Partners III, L.P.",1,WSIB,LP-Disclosed
"Tenex Capital Partners II, L.P.",1,CalSTRS,LP-Disclosed
"Tenex Capital Partners III, L.P.",1,CalSTRS,LP-Disclosed
Terra Firma Capital Partners III,1,Oregon Treasury,LP-Disclosed
The Baring Asia Private Equity Fund V,1,Oregon Treasury,LP-Disclosed
"The Baring Asia Private Equity Fund VI, L.P. 1",1,Oregon Treasury,LP-Disclosed
The Eighth Cinven Fund,1,WSIB,LP-Disclosed
"The Energy & Minerals Group Fund III, L.P.",1,Florida SBA,LP-Disclosed
The Engine Fund I,1,UC Regents,LP-Disclosed
The Engine Fund II,1,UC Regents,LP-Disclosed
The House Fund,1,UC Regents,LP-Disclosed
The House Fund II,1,UC Regents,LP-Disclosed
The House Fund III,1,UC Regents,LP-Disclosed
The House Fund Opportunity III,1,UC Regents,LP-Disclosed
The Resolute Fund III,1,CalSTRS,LP-Disclosed
"The Resolute Fund IV, L.P.",1,CalSTRS,LP-Disclosed
"The Resolute Fund V, L.P.",1,CalSTRS,LP-Disclosed
The Rise Fund,1,UC Regents,LP-Disclosed
"The Rise Fund (A), L.P.",1,CalPERS,LP-Disclosed
"The Rise Fund I, L.P.",1,Florida SBA,LP-Disclosed
"The Rise Fund II, L.P.",1,Florida SBA,LP-Disclosed
"The Rise Fund III, L.P.",2,CalPERS | WSIB,LP-Disclosed
The Varde Fund XII-C,1,Florida SBA,LP-Disclosed
"The Veritas Capital Fund IX, L.P.",1,CalPERS,LP-Disclosed
"The Veritas Capital Fund VIII, L.P.",1,CalPERS,LP-Disclosed
Thoma Bravo Discover Fund II L..P.,1,Florida SBA,LP-Disclosed
"Thoma Bravo Discover Fund II, L.P.",2,CalSTRS | Massachusetts PRIM,LP-Disclosed
"Thoma Bravo Discover Fund III, L.P.",2,CalSTRS | WSIB,LP-Disclosed
"Thoma Bravo Discover Fund IV, L.P.",1,WSIB,LP-Disclosed
"Thoma Bravo Discover Fund, L.P.",2,Florida SBA | Massachusetts PRIM,LP-Disclosed
Thoma Bravo Discover II,1,UC Regents,LP-Disclosed
Thoma Bravo Discover III,1,UC Regents,LP-Disclosed
Thoma Bravo Discover IV,2,CalSTRS | UC Regents,LP-Disclosed
"Thoma Bravo Europe Fund, L.P.",1,CalPERS,LP-Disclosed
"Thoma Bravo Fund IX, L.P.",2,Florida SBA | Massachusetts PRIM,LP-Disclosed
Thoma Bravo Fund X,1,CalSTRS,LP-Disclosed
"Thoma Bravo Fund X, L.P.",2,Florida SBA | Massachusetts PRIM,LP-Disclosed
Thoma Bravo Fund XI,1,CalSTRS,LP-Disclosed
"Thoma Bravo Fund XI, L.P.",2,Florida SBA | Massachusetts PRIM,LP-Disclosed
"Thoma Bravo Fund XII, L.P.",2,CalSTRS | Massachusetts PRIM,LP-Disclosed
Thoma Bravo Fund XIII,1,UC Regents,LP-Disclosed
Thoma Bravo Fund XIII LP,1,Louisiana Teachers,LP-Disclosed
"Thoma Bravo Fund XIII, L.P.",3,CalSTRS | Florida SBA | Massachusetts PRIM,LP-Disclosed
Thoma Bravo Fund XIV,2,CalSTRS | Oregon Treasury,LP-Disclosed
"Thoma Bravo Fund XIV, L.P.",2,CalPERS | WSIB,LP-Disclosed
Thoma Bravo Fund XV,1,Oregon Treasury,LP-Disclosed
"Thoma Bravo Fund XV, L.P.",3,CalPERS | CalSTRS | WSIB,LP-Disclosed
Thoma Bravo Growth I,1,UC Regents,LP-Disclosed
"Thoma Bravo Overage Fund, L.P.",1,Florida SBA,LP-Disclosed
"Thoma Bravo Special Opportunities Fund I, L.P.",1,Massachusetts PRIM,LP-Disclosed
"Thoma Bravo Special Opportunities Fund II, L.P.",3,CalSTRS | Florida SBA | Massachusetts PRIM,LP-Disclosed
"Thoma Bravo Special Opps Fund I, L.P.",1,CalSTRS,LP-Disclosed
Thoma Bravo XII,1,Florida SBA,LP-Disclosed
Thoma Bravo XIV,1,UC Regents,LP-Disclosed
Thoma Bravo XV,1,UC Regents,LP-Disclosed
"Thoma Cressey Fund VII, L.P.",2,CalSTRS | Massachusetts PRIM,LP-Disclosed
"Thoma Cressey Fund VIII, L.P.",1,Florida SBA,LP-Disclosed
"Thomas H. Lee Equity Fund IV, L.P.",1,Florida SBA,LP-Disclosed
"Thomas H. Lee Equity Fund V, L.P.",1,Florida SBA,LP-Disclosed
Thomas H. Lee Equity Fund VI L.P.,1,Florida SBA,LP-Disclosed
"Thomas H. Lee Equity Fund VI, L.P",1,CalPERS,LP-Disclosed
"Thomas H. Lee Equity Fund VI, L.P.",1,Massachusetts PRIM,LP-Disclosed
Thomas H. Lee Equity Fund VII LP,1,Louisiana Teachers,LP-Disclosed
"Thomas H. Lee Equity Fund VII, L.P.",1,Massachusetts PRIM,LP-Disclosed
Thomas H. Lee Equity Fund VIII LP,1,Louisiana Teachers,LP-Disclosed
"Thomas H. Lee Equity Fund VIII, L.P.",1,Massachusetts PRIM,LP-Disclosed
Thomas Weisel Capital Partners,1,Oregon Treasury,LP-Disclosed
"Thompson Street Capital Partners V, L.P.",1,Massachusetts PRIM,LP-Disclosed
"Three Pillars Flex Opportunities Fund, LP",1,CalPERS,LP-Disclosed
"Three Pillars Secondaries Fund, LP",1,CalPERS,LP-Disclosed
"Thrive Capital Partners IX Growth, L.P.",1,CalPERS,LP-Disclosed
"Thrive Capital Partners IX, L.P.",1,CalPERS,LP-Disclosed
"Thrive Capital Partners Opportunity Fund, L.P.",1,CalPERS,LP-Disclosed
"Thrive Capital Partners VIII Growth, L.P.",1,CalPERS,LP-Disclosed
"Tiger Global Private Investment Partners XV, L.P.",1,CalPERS,LP-Disclosed
"Tiger Iron Special Opportunities Fund II, L.P.",1,Florida SBA,LP-Disclosed
"Tiger Iron Special Opportunities Fund, L.P.",1,Florida SBA,LP-Disclosed
"Timber Coast Private Opportunities, L.P.",1,CalPERS,LP-Disclosed
"Top Castle Sidecar VII, L.P.",1,CalPERS,LP-Disclosed
Topanga Private Opportunities,1,UC Regents,LP-Disclosed
Torchlight Debt Opportunity Fund VI LP,1,Louisiana Teachers,LP-Disclosed
"TorQuest Partners Fund II, LP",1,Massachusetts PRIM,LP-Disclosed
Tower Square Capital Partners IV Inc.,1,Louisiana Teachers,LP-Disclosed
"TowerBrook Delta (Onshore), L.P.",1,WSIB,LP-Disclosed
"TowerBrook Investors II, L.P.",1,Florida SBA,LP-Disclosed
"TowerBrook Investors III, L.P.",1,Florida SBA,LP-Disclosed
"Towerbrook Investors III, L.P.",1,Massachusetts PRIM,LP-Disclosed
"TowerBrook Investors IV (Onshore), L.P.",1,CalPERS,LP-Disclosed
"TowerBrook Investors IV, L.P.",1,Florida SBA,LP-Disclosed
"Towerbrook Investors IV, L.P.",2,Massachusetts PRIM | WSIB,LP-Disclosed
Towerbrook Investors V (Onshore) LP,1,CalPERS,LP-Disclosed
"Towerbrook Investors V, L.P.",2,Massachusetts PRIM | WSIB,LP-Disclosed
"TowerBrook Investors V, L.P.",1,Florida SBA,LP-Disclosed
"Towerbrook Investors VI (Onshore), L.P.",1,CalPERS,LP-Disclosed
"TowerBrook Investors VI, L.P.",1,WSIB,LP-Disclosed
"Towerbrook Structured Opportunities Fund (Onshore), L.P.",1,CalPERS,LP-Disclosed
Towerbrook Structured Opportunities Fund II (Onshore) LP,1,CalPERS,LP-Disclosed
"TowerBrook Structured Opportunities Fund II, L.P.",1,Massachusetts PRIM,LP-Disclosed
"TPG - TAC 2007, L.P.",1,Florida SBA,LP-Disclosed
"TPG Asia V, L.P.",2,CalPERS | CalSTRS,LP-Disclosed
"TPG Asia VII (A), L.P.",1,CalSTRS,LP-Disclosed
TPG Asia VIII,1,WSIB,LP-Disclosed
"TPG Asia VIII (A), L.P.",1,CalPERS,LP-Disclosed
"TPG Biotechnology Partners II, L.P.",1,CalPERS,LP-Disclosed
"TPG Biotechnology Partners III, L.P.",1,CalPERS,LP-Disclosed
TPG Capital VIII,1,UC Regents,LP-Disclosed
TPG Capital VIII (Healthcare I),1,UC Regents,LP-Disclosed
"TPG Golden Bear Partners, L.P.",1,CalPERS,LP-Disclosed
"TPG GP Solutions (A), L.P.",1,CalPERS,LP-Disclosed
"TPG Growth Fund II, L.P.",1,Florida SBA,LP-Disclosed
"TPG Growth Fund III, L.P.",1,Florida SBA,LP-Disclosed
TPG Growth II,1,Oregon Treasury,LP-Disclosed
"TPG Growth II, L.P.",1,WSIB,LP-Disclosed
"TPG Growth II, LP",1,CalSTRS,LP-Disclosed
TPG Growth II. LP,1,Louisiana Teachers,LP-Disclosed
TPG Growth III,1,Oregon Treasury,LP-Disclosed
"TPG Growth III (A), L.P.",1,CalSTRS,LP-Disclosed
TPG Growth III LP,1,Louisiana Teachers,LP-Disclosed
"TPG Growth III, L.P.",1,WSIB,LP-Disclosed
TPG Growth IV,2,Oregon Treasury | UC Regents,LP-Disclosed
TPG Growth IV LP,1,Louisiana Teachers,LP-Disclosed
"TPG Growth IV, L.P.",4,CalPERS | CalSTRS | Florida SBA | WSIB,LP-Disclosed
TPG Growth V,1,Oregon Treasury,LP-Disclosed
TPG Growth V L.P.,1,CalSTRS,LP-Disclosed
"TPG Growth V, L.P.",2,CalPERS | WSIB,LP-Disclosed
"TPG Growth VI, L.P.",2,CalPERS | WSIB,LP-Disclosed
TPG Healthcare Partners,1,Oregon Treasury,LP-Disclosed
TPG Healthcare Partners II,1,Oregon Treasury,LP-Disclosed
"TPG Healthcare Partners II, L.P.",1,WSIB,LP-Disclosed
"TPG Healthcare Partners, L.P.",1,CalPERS,LP-Disclosed
"TPG Life Sciences Innovations, L.P.",1,CalPERS,LP-Disclosed
"TPG NEXT (A), L.P.",1,CalPERS,LP-Disclosed
TPG Partners,1,Oregon Treasury,LP-Disclosed
TPG Partners II,1,Oregon Treasury,LP-Disclosed
TPG Partners III,1,Oregon Treasury,LP-Disclosed
"TPG Partners III, L.P.",2,Massachusetts PRIM | WSIB,LP-Disclosed
TPG Partners IV,1,Oregon Treasury,LP-Disclosed
"TPG Partners IV, L.P.",5,CalPERS | CalSTRS | Florida SBA | Massachusetts PRIM | WSIB,LP-Disclosed
TPG Partners IX,1,Oregon Treasury,LP-Disclosed
"TPG Partners IX, L.P.",2,CalSTRS | WSIB,LP-Disclosed
"TPG PARTNERS IX, L.P.",1,CalPERS,LP-Disclosed
TPG Partners V,1,Oregon Treasury,LP-Disclosed
"TPG Partners V, L.P.",6,CalPERS | CalSTRS | Florida SBA | Louisiana Teachers | Massachusetts PRIM | WSIB,LP-Disclosed
TPG Partners VI,1,Oregon Treasury,LP-Disclosed
"TPG Partners VI, L.P.",5,CalSTRS | Florida SBA | Louisiana Teachers | Massachusetts PRIM | WSIB,LP-Disclosed
TPG Partners VII,1,Oregon Treasury,LP-Disclosed
TPG Partners VII LP,1,Louisiana Teachers,LP-Disclosed
"TPG Partners VII, L.P.",1,WSIB,LP-Disclosed
TPG Partners VIII,1,Oregon Treasury,LP-Disclosed
"TPG Partners VIII, L.P.",3,CalPERS | CalSTRS | WSIB,LP-Disclosed
TPG Real Estate Partners III LP,1,Louisiana Teachers,LP-Disclosed
"TPG Rise Climate II, L.P.",1,WSIB,LP-Disclosed
TPG STAR,1,Oregon Treasury,LP-Disclosed
"TPG STAR, L.P.",2,CalPERS | WSIB,LP-Disclosed
"TPG Tech Adjacencies II, L.P.",1,CalPERS,LP-Disclosed
"Triangle Investment Opportunities II, L.P.",1,CalPERS,LP-Disclosed
"Triangle Investment Opportunities, L.P.",1,CalPERS,LP-Disclosed
"Tricon IX, L.P.",1,Florida SBA,LP-Disclosed
Tricon XI L.P.,1,Florida SBA,LP-Disclosed
"Trident IX, L.P.",3,CalPERS | CalSTRS | WSIB,LP-Disclosed
"Trident V, L.P.",1,Florida SBA,LP-Disclosed
Trident VI,1,CalPERS,LP-Disclosed
"Trident VI Fund, L.P.",1,Florida SBA,LP-Disclosed
Trident VI LP,1,Louisiana Teachers,LP-Disclosed
Trident VII LP,1,Louisiana Teachers,LP-Disclosed
"Trident VII, L.P.",5,CalPERS | CalSTRS | Florida SBA | Massachusetts PRIM | WSIB,LP-Disclosed
"Trident VIII, L.P.",4,CalPERS | CalSTRS | Florida SBA | WSIB,LP-Disclosed
"TriGate Property Partners II, L.P.",1,Florida SBA,LP-Disclosed
"TriGate Property Partners III, L.P.",1,Florida SBA,LP-Disclosed
"TriGate Property Partners IV, L.P.",1,Florida SBA,LP-Disclosed
Triton Fund II L.P.,1,CalSTRS,LP-Disclosed
"Triton Fund III, L.P.",1,WSIB,LP-Disclosed
Triton Fund IV L.P.,1,CalPERS,LP-Disclosed
"Triton Fund IV, L.P.",2,CalSTRS | WSIB,LP-Disclosed
"Triton Fund V, L.P.",2,CalSTRS | WSIB,LP-Disclosed
"Triton Fund V, LP",1,CalPERS,LP-Disclosed
"TrueBridge Capital FSA II, LLC",1,Florida SBA,LP-Disclosed
"TrueBridge Capital FSA, LLC",1,Florida SBA,LP-Disclosed
"TrueBridge Capital Partners Fund V, L.P.",1,Florida SBA,LP-Disclosed
"TrueBridge Capital Partners Fund VI, L.P.",1,Florida SBA,LP-Disclosed
"TrueBridge FLSBA Special Purpose, LLC",1,Florida SBA,LP-Disclosed
TrueBridge Special Purpose II (F),1,Florida SBA,LP-Disclosed
Truebridge-Kauffman Fellows Endowment Fund IV,1,Florida SBA,LP-Disclosed
"TrueBridge-Kauffman Fellows Fund III, L.P.",1,Florida SBA,LP-Disclosed
TSG 9,1,UC Regents,LP-Disclosed
TSG Capital Fund II,1,Oregon Treasury,LP-Disclosed
"TSG Capital Fund II, L.P.",1,WSIB,LP-Disclosed
TSG Capital Fund III,1,Oregon Treasury,LP-Disclosed
"TSG Capital Fund III, L.P.",2,Florida SBA | WSIB,LP-Disclosed
TSG Consumer Partners 9,1,Oregon Treasury,LP-Disclosed
TSG8 L.P.,1,UC Regents,LP-Disclosed
TSSP Adjacent Opportunities Fund,1,Florida SBA,LP-Disclosed
Turnbridge Capital Partners I LP,1,Louisiana Teachers,LP-Disclosed
"TWCP, L.P.",1,WSIB,LP-Disclosed
"U.S. Venture Partners V, L.P.",1,WSIB,LP-Disclosed
"U.S. Venture Partners VI, L.P.",1,WSIB,LP-Disclosed
"U.S. Venture Partners VII, L.P.",1,WSIB,LP-Disclosed
"U.S. Venture Partners VIII, L.P.",1,WSIB,LP-Disclosed
Union Square Ventures 2004,2,Massachusetts PRIM | Oregon Treasury,LP-Disclosed
Union Square Ventures 2008,1,Oregon Treasury,LP-Disclosed
"Union Square Ventures 2008, L.P.",1,Massachusetts PRIM,LP-Disclosed
Union Square Ventures 2012,1,Oregon Treasury,LP-Disclosed
"Union Square Ventures 2012 Fund, L.P.",1,Massachusetts PRIM,LP-Disclosed
Union Square Ventures 2014,1,Oregon Treasury,LP-Disclosed
"Union Square Ventures 2014, L.P.",1,Massachusetts PRIM,LP-Disclosed
Union Square Ventures Opportunity 2014,1,Oregon Treasury,LP-Disclosed
"Union Square Ventures Opportunity 2014, L.P.",1,Massachusetts PRIM,LP-Disclosed
Union Square Ventures Opportunity Fund,1,Oregon Treasury,LP-Disclosed
"Union Square Ventures Opportunity Fund, L.P.",1,Massachusetts PRIM,LP-Disclosed
USV 2016,1,Oregon Treasury,LP-Disclosed
"USV 2016, L.P.",1,Massachusetts PRIM,LP-Disclosed
USV 2019,1,Oregon Treasury,LP-Disclosed
"USV 2019, L.P.",1,Massachusetts PRIM,LP-Disclosed
USV 2021,1,Oregon Treasury,LP-Disclosed
USV 2022,1,Oregon Treasury,LP-Disclosed
USV 2024,1,Oregon Treasury,LP-Disclosed
USV Climate 2021,1,Oregon Treasury,LP-Disclosed
USV Climate 2022,1,Oregon Treasury,LP-Disclosed
USV Opportunity 2019,1,Oregon Treasury,LP-Disclosed
"USV Opportunity 2019, L.P.",1,Massachusetts PRIM,LP-Disclosed
USV Opportunity 2022,1,Oregon Treasury,LP-Disclosed
Valor Equity Partners IV L.P.,1,CalPERS,LP-Disclosed
"Valor Equity Partners IV, L.P.",1,CalSTRS,LP-Disclosed
"Valor Equity Partners V, L.P.",1,CalSTRS,LP-Disclosed
Valor Equity Partners VI L.P.,1,CalPERS,LP-Disclosed
"Valor Equity Partners VI, L.P.",1,CalSTRS,LP-Disclosed
VantagePoint Cleantech Partners II,1,Oregon Treasury,LP-Disclosed
VantagePoint Venture Partners 2006,1,Oregon Treasury,LP-Disclosed
VantagePoint Venture Partners IV,1,Oregon Treasury,LP-Disclosed
"Varde Fund XI, L.P.",1,Florida SBA,LP-Disclosed
"Varde Partners Fund X, L.P.",1,Florida SBA,LP-Disclosed
"Varde Select Fund, L.P.",1,WSIB,LP-Disclosed
Vector Capital IV,1,Oregon Treasury,LP-Disclosed
"Ventech Partners, L.P.",1,WSIB,LP-Disclosed
Venture Capital,1,WSIB,LP-Disclosed
Verdane Edda III (D1) AB,1,CalPERS,LP-Disclosed
Veritas Capital Fund IV,1,Oregon Treasury,LP-Disclosed
Veritas Capital Fund IX,1,Oregon Treasury,LP-Disclosed
Veritas Capital Fund V,1,Oregon Treasury,LP-Disclosed
Veritas Capital Fund VI,1,Oregon Treasury,LP-Disclosed
Veritas Capital Fund VII,1,Oregon Treasury,LP-Disclosed
Veritas Capital Fund VIII,1,Oregon Treasury,LP-Disclosed
Vertical Venture Partners,1,UC Regents,LP-Disclosed
Vertical Venture Partners II,1,UC Regents,LP-Disclosed
Vertical Venture Partners III,1,UC Regents,LP-Disclosed
Vestar Capital Partners III,1,Oregon Treasury,LP-Disclosed
"Vestar Capital Partners III, L.P.",2,Massachusetts PRIM | WSIB,LP-Disclosed
Vestar Capital Partners IV,1,Oregon Treasury,LP-Disclosed
"Vestar Capital Partners IV, L.P.",2,Massachusetts PRIM | WSIB,LP-Disclosed
Vestar Capital Partners V,1,Oregon Treasury,LP-Disclosed
"Vestar Capital Partners V, L.P.",3,CalSTRS | Massachusetts PRIM | WSIB,LP-Disclosed
Vestar Capital Partners VI,1,Oregon Treasury,LP-Disclosed
"Vestar Capital Partners VI, L.P.",1,WSIB,LP-Disclosed
"Vestar Capital Partners VII, L.P.",1,WSIB,LP-Disclosed
"Vicente Capital Partners Growth Equity Fund, L.P.",1,CalPERS,LP-Disclosed
Vida Ventures II,1,UC Regents,LP-Disclosed
"Vine Media Opportunities - Fund III, L.P.",1,Florida SBA,LP-Disclosed
"Vine Media Opportunities Fund IV, L.P.",1,Florida SBA,LP-Disclosed
VIP III LP,1,CalSTRS,LP-Disclosed
VIP IV LP,2,CalPERS | CalSTRS,LP-Disclosed
VIP V S.C.Sp.,1,CalPERS,LP-Disclosed
Vista Equity Endeavor II,1,CalSTRS,LP-Disclosed
Vista Equity Partners Fund III,1,Oregon Treasury,LP-Disclosed
"Vista Equity Partners Fund III, L.P.",1,Massachusetts PRIM,LP-Disclosed
Vista Equity Partners Fund IV,1,Oregon Treasury,LP-Disclosed
Vista Equity Partners Fund V,1,Oregon Treasury,LP-Disclosed
"Vista Equity Partners Fund V, L.P.",1,Massachusetts PRIM,LP-Disclosed
Vista Equity Partners Fund VI,1,Oregon Treasury,LP-Disclosed
Vista Equity Partners Fund VII,1,Oregon Treasury,LP-Disclosed
"Vista Equity Partners Fund VII-Z, L.P.",1,CalPERS,LP-Disclosed
